,name,address,maps_phone,url,rating,reviews_count,language,comment,business_status,types,zip_code,phone_1,phone_2,e-mail_1,e-mail_2,message
214,Xarxa Homes  ( 07181 ),"Carrer Miguel de Cervantes, 23, Local 3, 07181 Costa d'en Blanes, Illes Balears, España",971684108,https://www.xarxahomes.com/,5.0,8.0,es,Google reviews: 5* / 8,OPERATIONAL,"('real_estate_agency', 'consultant', 'general_contractor', 'point_of_interest', 'establishment')",7181.0,,,,,
215,Inmobiliaria Sud Mallorca,"Carrer Gabriel Roca, 33, 07638 Colònia de Sant Jordi, Illes Balears, España",680343820,http://www.sudmallorca.com/,4.6,19.0,es,Google reviews: 4.6* / 19,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7638.0,,,,,
216,BB IMMOBILIEN MALLORCA,"Carrer D'es Convent, 23, 07620 Llucmajor, Illes Balears, España",+491633462522,https://www.bb-mallorca.com/,4.9,31.0,es,Google reviews: 4.9* / 31,OPERATIONAL,"('real_estate_agency', 'consultant', 'point_of_interest', 'establishment')",7620.0,,,,,
217,Fincas Faro Menorca inmobiliaria,"Avinguda de Josep A. Clavé, 38, 07702 Maó, Illes Balears, España",660043053,http://www.fincasfaro.net/,4.7,140.0,es,Google reviews: 4.7* / 140,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7702.0,,,,,
218,Casas en Menorca,"Pl. Reial, 4, 07702 Maó, Illes Balears, España",971363300,http://www.casasenmenorca.com/,4.6,157.0,es,Google reviews: 4.6* / 157,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7702.0,,,,,
219,Inmobiliaria Fincas Bonnin Sanso Mahon,"Carrer Nou, 14, 07701 Maó, Illes Balears, España",971350405,https://www.bonninsanso.com/,4.4,127.0,es,Google reviews: 4.4* / 127,OPERATIONAL,"('real_estate_agency', 'consultant', 'point_of_interest', 'establishment')",7701.0,,,,,
220,ATIPIKA Lifestyle Properties Inmobiliaria en Menorca,"Avinguda de Fort de l'Eau, 64, 07701 Maó, Illes Balears, España",971576961,http://www.atipika.com/,4.8,32.0,es,Google reviews: 4.8* / 32,OPERATIONAL,"('real_estate_agency', 'jewelry_store', 'store', 'point_of_interest', 'establishment')",7701.0,,,,,
221,Autèntic Menorca ,,613550874,https://www.autenticmenorca.com/,5.0,12.0,es,Google reviews: 5* / 12,OPERATIONAL,"('real_estate_agency', 'finance', 'consultant', 'establishment')",,,,,,
222,Micol Homes & Property,"Carrer de Sant Lluís Gonçaga, 5B, 07702 Maó, Illes Balears, España",693019509,http://www.micolhomesproperty.com/,5.0,8.0,es,Google reviews: 5* / 8,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7702.0,,,,,
223,FINCAS VENALIS ,"Carrer d'Alaior, 17, 07703 Maó, Illes Balears, España",971355757,http://www.venalismenorca.com/,4.7,11.0,es,Google reviews: 4.7* / 11,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7703.0,,,,,
224,Fincas Mantolán ,"Carrer Nou, 3, 07701 Maó, Illes Balears, España",971352896,https://www.fincasmantolan.com/,4.8,80.0,es,Google reviews: 4.8* / 80,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7701.0,,,,,
225,Menorcasa,"Plaça del Príncep, 4, 07701 Maó, Illes Balears, España",971355789,http://www.menorcasa.com/,5.0,39.0,es,Google reviews: 5* / 39,OPERATIONAL,"('real_estate_agency', 'consultant', 'point_of_interest', 'general_contractor', 'finance', 'establishment')",7701.0,,,,,
226,Engel & Völkers Real Estate Inmobiliaria Mahón,"Carrer de ses Moreres, 34, 07703 Maó, Illes Balears, España",,http://www.engelvoelkers.com/menorca,4.3,40.0,en,Google reviews: 4.3* / 40,OPERATIONAL,"('real_estate_agency', 'consultant', 'point_of_interest', 'establishment')",7703.0,,,,,
227,Grupo Inmobiliario Tutzo,"Carrer de ses Moreres, 54, 07703 Maó, Illes Balears, España",971350818,http://www.tutzoinmobiliaria.com/,3.1,42.0,es,Google reviews: 3.1* / 42,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7703.0,,,,,
228,We build Menorca,"Carrer de Sant Sebastià, 91, 07701 Maó, Illes Balears, España",617412478,http://www.webuildmenorca.com/,5.0,17.0,es,Google reviews: 5* / 17,OPERATIONAL,"('real_estate_agency', 'consultant', 'point_of_interest', 'finance', 'establishment')",7701.0,,,,,
229,Inmobiliaria Riera & Taylor,"Rambla del Rei en Jaume, 5, 07500 Manacor, Illes Balears, España",680915499,https://www.rierataylor.com/,4.3,231.0,en,Google reviews: 4.3* / 231,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7500.0,,,,,
230,"Fincas Armengol Mahón, Menorca","Avinguda de Fort de l'Eau, 123, 07701 Maó, Illes Balears, España",971362622,https://fincasarmengol.com/,4.4,24.0,es,Google reviews: 4.4* / 24,OPERATIONAL,"('real_estate_agency', 'consultant', 'point_of_interest', 'establishment')",7701.0,,,,,
231,Fincas Moncloa,"Avinguda de Fort de l'Eau, 153, 07701 Maó, Illes Balears, España",680680680,http://www.fincasmoncloa.com/,3.8,12.0,es,Google reviews: 3.8* / 12,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7701.0,,,,,
232,J'achète en Espagne - Minorque,,650648642,https://jacheteenespagne.com/immobilier-minorque/,5.0,56.0,fr,Google reviews: 5* / 56,OPERATIONAL,"('real_estate_agency', 'finance', 'general_contractor', 'consultant', 'establishment')",,,,,,
233,MyM Inmobiliarias de Menorca ,"Carrer de Sant Joan Bosco, 33, 07760 Ciutadella de Menorca, Illes Balears, España",656368330,http://www.inmomenorca.net/%20%20%20%7C%20https://reformasamjmenorca.com/,4.4,8.0,es,Google reviews: 4.4* / 8,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7760.0,,,,,
234,Fincas Sunshine ,"Via de Ronda de S'estancia, 10, 07740 Es Mercadal, Illes Balears, España",971154417,http://www.fincas-sunshine.com/,4.7,59.0,es,Google reviews: 4.7* / 59,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7740.0,,,,,
235,Inmo Menorca Centro,"Avinguda de Jaume I el Conqueridor, 13, 07760 Ciutadella de Menorca, Illes Balears, España",675413075,http://inmomenorcacentro.com/,4.9,180.0,es,Google reviews: 4.9* / 180,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7760.0,,,,,
236,Inmosoller,"Camí des Murterar, S/N, 07100, Illes Balears, España",646368526,https://www.inmosoller.com/,5.0,40.0,es,Google reviews: 5* / 40,OPERATIONAL,"('real_estate_agency', 'lodging', 'finance', 'consultant', 'point_of_interest', 'establishment')",7100.0,,,,,
237,Inmobiliària Hàbitat Sóller,"Plaça d'Espanya, 12, 07100 Sóller, Illes Balears, España",679355811,http://www.habitatsoller.es/,4.9,28.0,es,Google reviews: 4.9* / 28,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7100.0,,,,,
238,Mallorca Dream Homes,"Ctra. de Desviament, 62, 07100 Sóller, Illes Balears, España",971634918,http://www.mallorca-dreamhomes.com/,4.4,67.0,es,Google reviews: 4.4* / 67,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7100.0,,,,,
239,Xisca Coll Immobiliària,"Carrer de la Rectoria, 13, 07100 Sóller, Illes Balears, España",971633901,http://www.xiscacoll.com/,4.9,14.0,es,Google reviews: 4.9* / 14,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7100.0,,,,,
240,Living Blue Mallorca  ( 07108 ),"Passeig Es Traves, 25, 07108 Port de Sóller, Illes Balears, España",871000500,https://www.livingblue-mallorca.com/,5.0,86.0,es,Google reviews: 5* / 86,OPERATIONAL,"('real_estate_agency', 'consultant', 'point_of_interest', 'establishment')",7108.0,,,,,
241,Enseñat immobiliària,"Carrer de Bauçà, 5A, 07100 Sóller, Illes Balears, España",971630398,https://ensenatinmobiliaria.com/,5.0,11.0,es,Google reviews: 5* / 11,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7100.0,,,,,
242,Esther Guesdon Inmobiliaria,"Carrer de Sant Joan, 4A, 07100 Sóller, Illes Balears, España",680434887,http://www.guesdoninmobiliaria.com/,5.0,11.0,es,Google reviews: 5* / 11,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7100.0,,,,,
243,Sóller Studio Real Estate,"Carrer de la Rectoria, 3, 07100 Sóller, Illes Balears, España",871872105,http://www.sollerstudio.com/,4.8,36.0,es,Google reviews: 4.8* / 36,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7100.0,,,,,
244,IMMOBILIÀRIA SÓLLER HOMES,"18 de noviembre, 2005, 01, 07100 Sóller, Illes Balears, España",616807592,http://www.sollerhomes.com/,4.2,13.0,es,Google reviews: 4.2* / 13,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7100.0,,,,,
245,Engel & Völkers Sóller,"Carrer de Bauçà, 4, 07100 Sóller, Illes Balears, España",971633063,https://www.engelvoelkers.com/majorca/soller/,4.8,17.0,es,Google reviews: 4.8* / 17,OPERATIONAL,"('real_estate_agency', 'consultant', 'point_of_interest', 'finance', 'establishment')",7100.0,,,,,
246,Charles Marlow,"Carrer Arxiduc Luís Salvador, 2A, 07179 Deià, Illes Balears, España",971636427,https://www.charlesmarlow.com/,4.9,74.0,en,Google reviews: 4.9* / 74,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7179.0,,,,,
247,Morey Inmobiliaria,"Carrer de la Venerable Sor Aina, 8, 07170 Valldemossa, Illes Balears, España",639493031,http://www.moreyinmobiliaria.com/,4.8,38.0,es,Google reviews: 4.8* / 38,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7170.0,,,,,
248,Marandvillas Holiday Homes,"Plaça de sa Constitució, 3, 1º A, 07100 Sóller, Illes Balears, España",616159155,http://www.marandvillas.com/,3.8,10.0,es,Google reviews: 3.8* / 10,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7100.0,,,,,
249,KENSINGTON Finest Properties International  ( 07180 ),"Avinguda del Rei Jaume I, 109, local 2, 07180 Santa Ponça, Illes Balears, España",971690421,https://kensington-santaponsa.com/,3.9,26.0,es,Google reviews: 3.9* / 26,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7180.0,,,,,
250,Marietta Homes,,660184273,http://www.mariettahomes.es/,5.0,15.0,es,Google reviews: 5* / 15,OPERATIONAL,"('real_estate_agency', 'establishment')",,,,,,
251,Inmobiliaria Inca ,"Av. Jaume I, 37, A, 07300 Inca, Illes Balears, España",871919192,http://www.a8inmobiliaria.com/,4.6,325.0,es,Google reviews: 4.6* / 325,OPERATIONAL,"('real_estate_agency', 'lawyer', 'consultant', 'point_of_interest', 'establishment')",7300.0,,,,,
252,Villas y Fincas Mallorca,"Carrer Joan March, 2, 07640 Ses Salines, Illes Balears, España",971641758,http://www.villasyfincasmallorca.com/,3.5,24.0,es,Google reviews: 3.5* / 24,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7640.0,,,,,
253,Mallorca Dream ,"Ronda Oeste, 40, 07680 Porto Cristo, Illes Balears, España",606347074,http://www.mallorca-dream.eu/,4.0,27.0,de,Google reviews: 4* / 27,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7680.0,,,,,
254,Prialtum Real Estate,"07110 Buñola, Illes Balears, España",644761702,http://www.prialtum.com/,5.0,56.0,es,Google reviews: 5* / 56,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7110.0,,,,,
255,Inmobiliaria Fernando Dameto,"Costa de s'Estació, 2, 07110 Bunyola, Illes Balears, España",971615424,https://www.fernandodameto.com/,3.3,12.0,es,Google reviews: 3.3* / 12,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7110.0,,,,,
256,INMOBILIARIA LLABRÉS,"Carrer de Costa i Llobera, 07300 Inca, Illes Balears, España",971509999,http://www.inmollabres.com/,4.4,29.0,es,Google reviews: 4.4* / 29,OPERATIONAL,"('real_estate_agency', 'consultant', 'point_of_interest', 'establishment')",7300.0,,,,,
257,REMAX Better Life ,"Carrer de, Carrer Joan d'Austria, 34, 07300 Inca, Illes Balears, España",871042110,http://betterliferemax.es/,4.7,63.0,ca,Google reviews: 4.7* / 63,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7300.0,,,,,
258,Dray and Partners Mallorca,"Camí de Pedaç, 55, 07350 Binissalem, Illes Balears, España",658931705,https://draypartners.com/?utm_source=gmb&utm_medium=lien&utm_campaign=fichegmb,4.5,63.0,es,Google reviews: 4.5* / 63,OPERATIONAL,"('real_estate_agency', 'consultant', 'point_of_interest', 'establishment')",7350.0,,,,,
259,Inmobiliaria King,"Camí Coma, 18, 07350 Binissalem, Illes Balears, España",971520022,http://inmobiliariaking.com/,4.5,34.0,es,Google reviews: 4.5* / 34,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7350.0,,,,,
260,Abi 4 Consultors,"Carrer de ses Germanies, 16, 07350 Binissalem, Illes Balears, España",971512322,https://www.abi4.net/es/,4.7,34.0,es,Google reviews: 4.7* / 34,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7350.0,,,,,
261,Nou espai Inmobiliaria,"C/ de Sant Miquel, 2, 07300 Inca, Illes Balears, España",659764274,http://www.nouespaiinmobiliaria.com/,3.5,14.0,es,Google reviews: 3.5* / 14,OPERATIONAL,"('real_estate_agency', 'consultant', 'point_of_interest', 'establishment')",7300.0,,,,,
262,GestPropiedad Inca,"Calle del Gral. Luque, 442, Local 1, 07300 Inca, Illes Balears, España",600886384,https://gestpropiedad.com/,4.8,66.0,es,Google reviews: 4.8* / 66,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7300.0,,,,,
263,Berendsen,"Carrer de sa Quartera, Plaça, nº 1, 07350 Binissalem, Illes Balears, España",871858724,http://www.berendsen-realestate.com/,4.3,8.0,es,Google reviews: 4.3* / 8,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7350.0,,,,,
264,GabyLoyam Inmobiliaria,"Carrer Joan d'Austria, 39, 07300 Inca, Illes Balears, España",971507299,http://www.gabyloyam.com/,3.2,14.0,es,Google reviews: 3.2* / 14,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7300.0,,,,,
265,Charming House Booking S.L,"Carrer de sa Portallada, núm 16, Bajos, 07144 Costitx, Illes Balears, España",971891826,http://www.charminghousemallorca.es/,4.2,59.0,es,Google reviews: 4.2* / 59,OPERATIONAL,"('real_estate_agency', 'insurance_agency', 'lodging', 'finance', 'point_of_interest', 'establishment')",7144.0,,,,,
266,Cas Julians - The Old Cottage,"Carrer Ruberts, 07511 Ruberts, Illes Balears, España",643369058,https://www.fincasgloria.com/cas-julians,4.2,11.0,es,Google reviews: 4.2* / 11,OPERATIONAL,"('real_estate_agency', 'lodging', 'point_of_interest', 'establishment')",7511.0,,,,,
267,Nappo Real Estate I Inmobiliaria en Mallorca y Madrid I Oficina Marratxí,"Camí de la Cabana, 40, 07141 Marratxinet, Illes Balears, España",971370846,https://www.napporealestate.com/,4.6,9.0,es,Google reviews: 4.6* / 9,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7141.0,,,,,
268,RE/MAX DEL MAR Centro de Negocios Inmobiliarios,"Camí de la Cabana, 67, Local 1, 07141 Marratxí, Illes Balears, España",674851648,https://www.delmar.remax.es/,5.0,29.0,es,Google reviews: 5* / 29,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7141.0,,,,,
269,RE/MAX Calm Inmobiliaria Mallorca,"Carrer d'Alcúdia, 2, 07460 Pollença, Illes Balears, España",971536335,https://remax-calm.es/,4.9,65.0,ca,Google reviews: 4.9* / 65,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7460.0,,,,,
270,REMAX Aura inmobiliaria Mallorca,"Carrer d'Antoni Blanes Joan, 17, 07570 Artà, Illes Balears, España",636826461,http://aura.remax.es/,4.9,29.0,es,Google reviews: 4.9* / 29,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7570.0,,,,,
271,RE/MAX Island,"Carrer Menorca, 20, 07011 Palma, Illes Balears, España",871591863,http://www.remaxisland.es/,4.6,50.0,en,Google reviews: 4.6* / 50,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7011.0,,,,,
272,KUNZE & PARTNER Immobilien auf ganz Mallorca,"Av. de Jaume III, 8, 2, Centre, 07012 Palma, Illes Balears, España",871003809,https://www.kunze-partner.com/,5.0,9.0,es,Google reviews: 5* / 9,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7012.0,,,,,
273,Martin & Huhn Mallorca Real Estate,"Carrer son Esteva, 5, Local 1, 07150 Andratx, Illes Balears, España",971337941,http://www.martinhuhn.com/,4.8,86.0,es,Google reviews: 4.8* / 86,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7150.0,,,,,
274,F. Alemany,"Plaça España, 1, local 1, 07150 Andratx, Illes Balears, España",971672106,http://www.inmobiliaria-alemany.es/,4.5,16.0,es,Google reviews: 4.5* / 16,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7150.0,,,,,
275,My Blue Mallorca ,"Coworking Offices, Carrer Brismar, 6, 07157 Port d'Andratx, Illes Balears, España",639520896,https://mybluemallorca.com/,4.9,18.0,es,Google reviews: 4.9* / 18,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7157.0,,,,,
276,Lietz Immobilien SL,"Carrer de Isaac Peral, 50, 07157 Port d'Andratx, Illes Balears, España",971671342,https://www.lietzmallorca.com/,4.7,53.0,es,Google reviews: 4.7* / 53,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7157.0,,,,,
277,PHOENIX MALLORCA,"Avinguda de Sa Platja, 2, Local 3, 07160 Es Camp de Mar, Illes Balears, España",628771184,http://www.phoenixmallorca.com/,5.0,18.0,es,Google reviews: 5* / 18,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7160.0,,,,,
278,INMOBILIARIA ANDREU FELIPE,"Carrer de sa Fábrica, 12, 07157 Port d'Andratx, Illes Balears, España",971671592,http://www.andreufelipe.com/,4.4,31.0,es,Google reviews: 4.4* / 31,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7157.0,,,,,
279,APART BALEAR ,"Cami des Comellar, 07157 Port d'Andratx, Illes Balears, España",617636426,http://www.apartbalear.com/,4.9,12.0,de,Google reviews: 4.9* / 12,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7157.0,,,,,
280,Inmobiliaria Ericsus & Falk,"Carrer de la Talaia, 1, 07160 Peguera, Illes Balears, España",971686617,http://www.ericsusandfalk.com/,4.4,31.0,es,Google reviews: 4.4* / 31,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'finance', 'establishment')",7160.0,,,,,
281,DAHLER Mallorca Puerto de Andratx,"Av. Mateo Bosch, 16, 07157 Port d'Andratx, Illes Balears, España",971672020,https://www.dahlercompany.com/de/mallorca/immobilienmakler/andratx,4.3,26.0,de,Google reviews: 4.3* / 26,OPERATIONAL,"('real_estate_agency', 'consultant', 'point_of_interest', 'establishment')",7157.0,,,,,
282,Living Feeling Mallorca,"Pl. dels Patrons Cristino, 8A, 07157 Port d'Andratx, Illes Balears, España",634331006,http://www.lfmallorca.com/,5.0,10.0,de,Google reviews: 5* / 10,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7157.0,,,,,
283,Ziob Immobilien & Versicherungen,"Carrer des Peix, 2, 07157 Port d'Andratx, Illes Balears, España",651861336,http://www.ziob-immobilien.com/,4.9,46.0,es,Google reviews: 4.9* / 46,OPERATIONAL,"('real_estate_agency', 'insurance_agency', 'point_of_interest', 'establishment')",7157.0,,,,,
284,Porta Mallorquina Real Estate Puerto Andratx,"Carrer de Isaac Peral, 49, local 3, 07157 Port d'Andratx, Illes Balears, España",971698242,https://www.porta-mallorquina.de/,5.0,8.0,en,Google reviews: 5* / 8,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7157.0,,,,,
285,Fara Homes SL,"Carrer Cristófol Colom, 1, 07157 Port d'Andratx, Illes Balears, España",971672455,http://www.fara-homes.com/,5.0,13.0,de,Google reviews: 5* / 13,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7157.0,,,,,
286,Engel & Völkers Port Andratx,"Carrer de Isaac Peral, 50, 07157 Port d'Andratx, Illes Balears, España",971674780,https://www.engelvoelkers.com/es/en/shops/puerto-andratx,4.7,31.0,de,Google reviews: 4.7* / 31,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7157.0,,,,,
287,Luxury Estates Mallorca ®  ( 07157 ),"Ctra. des Port, 118, Local 3, 07157 Port d'Andratx, Illes Balears, España",871520283,https://www.luxury-estates-mallorca.com/,4.5,16.0,de,Google reviews: 4.5* / 16,OPERATIONAL,"('real_estate_agency', 'consultant', 'point_of_interest', 'establishment')",7157.0,,,,,
288,BOHLENS IMMOBILIEN ,"Bulevar de Peguera, 16A, 07160 Peguera, Illes Balears, España",971689541,https://www.bohlens-immobilien.com/,4.4,15.0,es,Google reviews: 4.4* / 15,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7160.0,,,,,
289,EXKLUSIV KONZEPT ,"Carrer de Isaac Peral, 33, 07157 Port d'Andratx, Illes Balears, España",690881130,https://www.exklusiv-konzept.com/,4.6,9.0,es,Google reviews: 4.6* / 9,OPERATIONAL,"('real_estate_agency', 'consultant', 'point_of_interest', 'establishment')",7157.0,,,,,
290,Inmobiliaria Homely Mallorca,"Carrer D’es, Carrer de's Centre, 1, 07183 Costa de la Calma, Illes Balears, España",649299250,http://www.homelymallorca.com/,4.8,9.0,es,Google reviews: 4.8* / 9,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7183.0,,,,,
291,Claudia Kuhrau Immobilien,"Carrer Putxet, 29, 07160 Peguera, Illes Balears, España",639035585,https://claudiakuhrau-immobilien.com/,4.8,24.0,de,Google reviews: 4.8* / 24,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7160.0,,,,,
292,International Mallorca,"Carrer Major, 173, 07620 Llucmajor, Illes Balears, España",971121009,http://www.international-mallorca.com/,5.0,34.0,es,Google reviews: 5* / 34,OPERATIONAL,"('real_estate_agency', 'consultant', 'point_of_interest', 'general_contractor', 'establishment')",7620.0,,,,,
293,Inmobiliaria Cala Gaviota,"Carrer Estanys, 24, 07638 Colònia de Sant Jordi, Illes Balears, España",971655722,http://www.calagaviota.com/,4.1,30.0,es,Google reviews: 4.1* / 30,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7638.0,,,,,
294,Inmobiliaria Llucmajor,"Ronda Carlos V, 56, 07620 Llucmajor, Illes Balears, España",971662402,http://www.inmollucmajor.com/,4.3,32.0,es,Google reviews: 4.3* / 32,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7620.0,,,,,
295,INMOBILIARIA ES TRENC,"Plaça Espanya, 49, 07620 Llucmajor, Illes Balears, España",971664213,http://www.inmobiliariaestrenc.es/,3.1,9.0,es,Google reviews: 3.1* / 9,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7620.0,,,,,
296,Surmallorca,"Av. de Miramar, 44, 07639 Sa Ràpita, Illes Balears, España",971641494,http://www.surmallorca.com/,4.4,12.0,es,Google reviews: 4.4* / 12,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7639.0,,,,,
297,inmobiliaria Ca Na Neus,"Carrer d'es Born, 5, 07620 Llucmajor, Illes Balears, España",971660577,http://inmobiliariacananeus.es/,4.3,11.0,es,Google reviews: 4.3* / 11,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7620.0,,,,,
298,PALSmallorca Real Estate Agency,"Passeig de Jaume III, 1, A PLANTA BAJA, 07620 Llucmajor, Illes Balears, España",971596128,http://www.palsmallorca.com/,4.5,31.0,es,Google reviews: 4.5* / 31,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7620.0,,,,,
299,Finest Properties Mallorca S.L.,"Carretera Palma a Andratx, km 18, 07183 Costa de la Calma, Islas Baleares, Illes Balears, España",971698149,http://www.finestpropertiesmallorca.com/,4.7,23.0,es,Google reviews: 4.7* / 23,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7183.0,,,,,
300,Mallorca Prime Homes,"Avinguda del Rei Jaume I, 116, Local 3, 07180 Santa Ponça, Illes Balears, España",971692121,https://www.mallorcaprimehomes.com/,4.0,70.0,es,Google reviews: 4* / 70,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7180.0,,,,,
301,Immobilienmallorca.com,"Avinguda del Rei Jaume I, 111, 07180 Santa Ponça, Illes Balears, España",+4915153543136,https://www.immobilienmallorca.com/,5.0,39.0,de,Google reviews: 5* / 39,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7180.0,,,,,
302,Lenssen & Partner Inmobiliaria,"Carrer Huguet des Far, 16, 07183 Santa Ponça, Illes Balears, España",971670440,http://www.lenssenpartner.com/,4.0,17.0,de,Google reviews: 4* / 17,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7183.0,,,,,
303,Engel & Völkers Santa Ponsa,"Gran Via Puig des Castellet, 1, Bloque 1, Local, 2-A, 07180 Santa Ponça, Illes Balears, España",971699063,https://www.engelvoelkers.com/es/en/shops/santa-ponsa,4.6,34.0,es,Google reviews: 4.6* / 34,OPERATIONAL,"('real_estate_agency', 'consultant', 'point_of_interest', 'establishment')",7180.0,,,,,
304,LOVIAN PROPERTIES S.L.,"Avinguda del Rei Jaume I, 109, D5, 07180 Santa Ponsa, Illes Balears, España",971694055,https://www.lovianproperties.com/,4.9,10.0,es,Google reviews: 4.9* / 10,OPERATIONAL,"('real_estate_agency', 'general_contractor', 'point_of_interest', 'establishment')",7180.0,,,,,
305,Mallorca10.com,"Carrer de Joan Riutort, 24, 07190 Esporles, Illes Balears, España",661129606,http://www.mallorca10.com/,5.0,29.0,es,Google reviews: 5* / 29,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7190.0,,,,,
306,Engel & Völkers Deià ,"Carrer de l'Arxiduc Lluís Salvador, 1, 07179 Deià, Illes Balears, España",971636363,https://www.engelvoelkers.com/es/en/propertysearch?businessArea[]=residential&currency=EUR&hasSessionBounds=true&measurementSystem=metric&page=1&placeId=ChIJt0bW_7LvlxIRJsznFWai-PY&placeName=Dei%C3%A0%2C%20Balearic%20Islands%2C%20Spain&propertyMarketingType[]=sale&searchRadius=0&sortingOptions[]=SALES_PRICE_DESC,4.6,10.0,es,Google reviews: 4.6* / 10,OPERATIONAL,"('real_estate_agency', 'finance', 'consultant', 'point_of_interest', 'establishment')",7179.0,,,,,
307,Auniquemallorca S.L.,"Carrer Gran Via, 43, 07180 El Toro, Illes Balears, España",971699329,http://www.uniquemallorca.com/,4.4,66.0,es,Google reviews: 4.4* / 66,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7180.0,,,,,
308,Private Property Mallorca ,"Gran Via Puig des Castellet, 1, Bloque 6, Local 1, 07180 Santa Ponça, Illes Balears, España",871967967,https://www.privatepropertymallorca.com/,5.0,28.0,es,Google reviews: 5* / 28,OPERATIONAL,"('real_estate_agency', 'consultant', 'point_of_interest', 'establishment')",7180.0,,,,,
